SEASON,DATE,YEAR,MONTH,DAY,PLAYER,MATCH,TEAM,OPPONENT,EFF,PTS,FT_M,FT_A,FT_PCT,2FG_M,2FG_A,2FG_PCT,3FG_M,3FG_A,3FG_PCT,AST,STL,BLK,REB_TOT,REB_OFF,REB_DEF,TO,FLS
2024-25,2025-04-25,2025,4,25,Argyris Sideris,Unleash the clowns - Αεροδρομιακος,Aerodromiakos,Unleash The Clowns,-8,5,0,3,0.0,1,9,11.11,1,5,20.0,1,0,0,2,1,1,1,3
2024-25,2025-05-09,2025,5,9,Argyris Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,10,11,0,0,0.0,1,7,14.29,3,5,60.0,1,2,0,5,0,5,1,1
2024-25,2025-05-09,2025,5,9,Argyris Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,13,11,2,3,66.67,3,4,75.0,1,3,33.33,0,1,0,5,0,5,0,3
2024-25,2025-05-11,2025,5,11,Argyris Sideris,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,0,11,0,0,0.0,1,10,10.0,3,7,42.86,0,1,0,4,1,3,3,2
2024-25,2025-05-15,2025,5,15,Argyris Sideris,Hoston Celtics - Αεροδρομιακος,Aerodromiakos,Hoston Celtics,11,14,0,0,0.0,1,6,16.67,4,7,57.14,2,2,0,4,0,4,3,3
2024-25,2025-05-29,2025,5,29,Argyris Sideris,Αεροδρομιακος - Chicken Nuggets BC,Aerodromiakos,Chicken Nuggets BC,13,13,0,0,0.0,2,3,66.67,3,9,33.33,6,0,0,7,0,7,6,0
2024-25,2025-06-02,2025,6,2,Argyris Sideris,Clicka BC - Αεροδρομιακος,Aerodromiakos,Clicka BC,4,12,2,4,50.0,2,8,25.0,2,6,33.33,1,0,0,8,3,5,5,1
2024-25,2025-06-13,2025,6,13,Argyris Sideris,Clicka BC - Αεροδρομιακος,Aerodromiakos,Clicka BC,2,6,1,2,50.0,1,3,33.33,1,5,20.0,1,0,0,6,0,6,4,4
2025-26,2025-09-17,2025,9,17,Argyris Sideris,Αεροδρομιακος - Chicken Nuggets BC,Aerodromiakos,Chicken Nuggets BC,21,19,4,8,50.0,3,4,75.0,3,6,50.0,3,1,0,10,3,7,4,1
2025-26,2025-09-24,2025,9,24,Argyris Sideris,Clicka BC - Αεροδρομιακος,Aerodromiakos,Clicka BC,9,6,0,0,0.0,0,2,0.0,2,4,50.0,1,1,0,6,2,4,1,1
2025-26,2025-09-30,2025,9,30,Argyris Sideris,Αεροδρομιακος - El Maestro,Aerodromiakos,El Maestro,0,4,2,2,100.0,1,5,20.0,0,3,0.0,1,0,0,3,2,1,1,2
2025-26,2025-10-12,2025,10,12,Argyris Sideris,Evriali Warriors - Αεροδρομιακος,Aerodromiakos,Evriali Warriors,9,6,2,2,100.0,2,4,50.0,0,3,0.0,1,1,0,7,3,4,1,1
2025-26,2025-10-15,2025,10,15,Argyris Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,1,4,0,1,0.0,2,4,50.0,0,1,0.0,0,0,0,5,0,5,4,1
2025-26,2025-10-29,2025,10,29,Argyris Sideris,Chicken Nuggets BC - Αεροδρομιακος,Aerodromiakos,Chicken Nuggets BC,9,6,2,4,50.0,2,5,40.0,0,3,0.0,4,0,0,8,0,8,1,0
2025-26,2025-11-03,2025,11,3,Argyris Sideris,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,10,12,0,0,0.0,3,4,75.0,2,3,66.67,1,0,0,5,1,4,6,3
2025-26,2025-11-12,2025,11,12,Argyris Sideris,Αεροδρομιακος - Clicka BC,Aerodromiakos,Clicka BC,2,5,1,2,50.0,2,5,40.0,0,5,0.0,2,0,0,4,1,3,0,2
2025-26,2025-11-24,2025,11,24,Argyris Sideris,Αεροδρομιακος - Vouliagmeni Heat,Aerodromiakos,Vouliagmeni Heat,7,8,2,5,40.0,0,1,0.0,2,9,22.22,5,0,0,6,1,5,1,0
2025-26,2025-12-03,2025,12,3,Argyris Sideris,Αεροδρομιακος - South Rebels,Aerodromiakos,South Rebels,6,4,1,2,50.0,0,1,0.0,1,4,25.0,1,0,0,7,1,6,1,2
2025-26,2025-12-11,2025,12,11,Argyris Sideris,Hoston Celtics - Αεροδρομιακος,Aerodromiakos,Hoston Celtics,1,2,0,0,0.0,1,2,50.0,0,1,0.0,1,1,0,1,0,1,2,0
2025-26,2025-12-19,2025,12,19,Argyris Sideris,Unleash the clowns - Αεροδρομιακος,Aerodromiakos,Unleash The Clowns,19,14,0,0,0.0,4,5,80.0,2,7,28.57,2,1,0,10,0,10,2,3
2025-26,2026-01-08,2026,1,8,Argyris Sideris,Αεροδρομιακος - Glyfathers,Aerodromiakos,Glyfathers,11,20,3,5,60.0,1,2,50.0,5,11,45.45,1,1,1,3,0,3,6,0
2025-26,2026-01-15,2026,1,15,Argyris Sideris,Evriali Warriors - Αεροδρομιακος,Aerodromiakos,Evriali Warriors,5,8,1,2,50.0,2,7,28.57,1,5,20.0,3,2,0,3,0,3,1,1
2025-26,2026-01-29,2026,1,29,Argyris Sideris,Αεροδρομιακος - Vouliagmeni Heat,Aerodromiakos,Vouliagmeni Heat,2,7,1,2,50.0,3,10,30.0,0,2,0.0,1,0,1,6,1,5,3,0
2025-26,2026-02-05,2026,2,5,Argyris Sideris,Chicken Nuggets BC - Αεροδρομιακος,Aerodromiakos,Chicken Nuggets BC,2,2,0,0,0.0,1,3,33.33,0,4,0.0,3,1,1,4,0,4,3,0
2025-26,2026-02-09,2026,2,9,Argyris Sideris,Αεροδρομιακος - Clicka BC,Aerodromiakos,Clicka BC,10,11,2,2,100.0,0,2,0.0,3,8,37.5,0,0,0,7,0,7,1,2
2025-26,2026-02-18,2026,2,18,Argyris Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,9,9,0,1,0.0,0,1,0.0,3,8,37.5,2,1,0,4,1,3,0,2
2025-26,2026-02-26,2026,2,26,Argyris Sideris,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,2,3,0,0,0.0,0,4,0.0,1,5,20.0,1,2,0,5,2,3,1,1
2024-25,2024-09-30,2024,9,30,Charis Sideris,Αεροδρομιακος - Los Reys,Aerodromiakos,Los Reys,-2,2,0,0,0.0,1,1,100.0,0,4,0.0,1,1,0,0,0,0,2,2
2024-25,2024-10-08,2024,10,8,Charis Sideris,Beertouozoi - Αεροδρομιακος,Aerodromiakos,Beertouozoi,0,6,0,2,0.0,0,1,0.0,2,7,28.57,1,0,0,2,0,2,1,1
2024-25,2024-10-14,2024,10,14,Charis Sideris,Αεροδρομιακος - Slow Motion,Aerodromiakos,Slow Motion,3,0,0,0,0.0,0,2,0.0,0,2,0.0,1,1,0,5,0,5,0,0
2024-25,2024-10-24,2024,10,24,Charis Sideris,Glyfada Bulls - Αεροδρομιακος,Aerodromiakos,Glyfada Bulls,-1,1,1,2,50.0,0,1,0.0,0,2,0.0,0,0,0,2,0,2,0,0
2024-25,2024-11-06,2024,11,6,Charis Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,2,3,0,0,0.0,0,0,0.0,1,3,33.33,0,0,0,1,0,1,0,3
2024-25,2024-11-18,2024,11,18,Charis Sideris,Αεροδρομιακος - Ανηθικοι Πιθηκοι,Aerodromiakos,Anithikoi Pithikoi,4,3,0,0,0.0,0,0,0.0,1,3,33.33,0,0,0,3,0,3,0,2
2024-25,2024-11-27,2024,11,27,Charis Sideris,Αεροδρομιακος - Vouliagmeni Heat,Aerodromiakos,Vouliagmeni Heat,1,0,0,0,0.0,0,1,0.0,0,3,0.0,1,1,0,3,1,2,0,4
2024-25,2024-12-05,2024,12,5,Charis Sideris,Clicka BC - Αεροδρομιακος,Aerodromiakos,Clicka BC,10,7,1,1,100.0,0,1,0.0,2,5,40.0,2,1,0,5,0,5,1,2
2024-25,2024-12-09,2024,12,9,Charis Sideris,Αεροδρομιακος - Chicken Nuggets BC,Aerodromiakos,Chicken Nuggets BC,1,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,4,0,4,2,3
2024-25,2024-12-14,2024,12,14,Charis Sideris,Unleash the clowns - Αεροδρομιακος,Aerodromiakos,Unleash The Clowns,5,6,0,0,0.0,0,1,0.0,2,5,40.0,1,0,0,2,0,2,0,2
2024-25,2025-01-11,2025,1,11,Charis Sideris,Αεροδρομιακος - Glyfathers,Aerodromiakos,Glyfathers,3,3,0,0,0.0,0,2,0.0,1,4,25.0,0,4,0,2,1,1,1,2
2024-25,2025-01-27,2025,1,27,Charis Sideris,Αεροδρομιακος - Ποσειδωνες,Aerodromiakos,Poseidones,6,6,0,0,0.0,0,1,0.0,2,7,28.57,0,2,0,4,0,4,0,2
2024-25,2025-02-04,2025,2,4,Charis Sideris,Vouliagmeni Heat - Αεροδρομιακος,Aerodromiakos,Vouliagmeni Heat,2,3,0,0,0.0,0,1,0.0,1,4,25.0,1,3,0,1,0,1,2,2
2024-25,2025-02-11,2025,2,11,Charis Sideris,Αεροδρομιακος - Glyfada Bulls,Aerodromiakos,Glyfada Bulls,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,1,0,1,1,0
2024-25,2025-02-19,2025,2,19,Charis Sideris,Partuzan - Αεροδρομιακος,Aerodromiakos,Partuzan,3,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,4,1,3,0,2
2024-25,2025-03-06,2025,3,6,Charis Sideris,Αεροδρομιακος - Clicka BC,Aerodromiakos,Clicka BC,11,6,0,0,0.0,0,0,0.0,2,2,100.0,3,1,0,2,0,2,1,2
2024-25,2025-03-15,2025,3,15,Charis Sideris,Unleash the clowns - Αεροδρομιακος,Aerodromiakos,Unleash The Clowns,5,3,0,0,0.0,0,1,0.0,1,2,50.0,0,2,0,2,2,0,0,3
2024-25,2025-03-19,2025,3,19,Charis Sideris,Αεροδρομιακος - Glyfathers,Aerodromiakos,Glyfathers,12,10,0,0,0.0,2,2,100.0,2,5,40.0,0,0,0,5,0,5,0,1
2024-25,2025-03-29,2025,3,29,Charis Sideris,Glyfathers - Αεροδρομιακος,Aerodromiakos,Glyfathers,4,4,0,0,0.0,2,3,66.67,0,6,0.0,2,0,0,5,0,5,0,1
2024-25,2025-04-05,2025,4,5,Charis Sideris,Αεροδρομιακος - Partuzan,Aerodromiakos,Partuzan,9,6,0,0,0.0,0,1,0.0,2,3,66.67,2,0,0,3,2,1,0,5
2024-25,2025-04-09,2025,4,9,Charis Sideris,Ανηθικοι Πιθηκοι - Αεροδρομιακος,Aerodromiakos,Anithikoi Pithikoi,0,0,0,0,0.0,0,0,0.0,0,2,0.0,1,0,0,1,0,1,0,1
2024-25,2025-04-25,2025,4,25,Charis Sideris,Unleash the clowns - Αεροδρομιακος,Aerodromiakos,Unleash The Clowns,15,9,0,0,0.0,3,4,75.0,1,2,50.0,1,1,0,6,0,6,0,2
2024-25,2025-05-09,2025,5,9,Charis Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,8,7,0,0,0.0,2,2,100.0,1,4,25.0,3,0,0,2,0,2,1,2
2024-25,2025-05-09,2025,5,9,Charis Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,1,0,1,0,1
2024-25,2025-05-11,2025,5,11,Charis Sideris,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,6,3,0,0,0.0,0,0,0.0,1,4,25.0,3,0,0,3,0,3,0,0
2024-25,2025-05-15,2025,5,15,Charis Sideris,Hoston Celtics - Αεροδρομιακος,Aerodromiakos,Hoston Celtics,14,11,0,0,0.0,1,2,50.0,3,4,75.0,2,0,0,4,0,4,1,2
2024-25,2025-05-29,2025,5,29,Charis Sideris,Αεροδρομιακος - Chicken Nuggets BC,Aerodromiakos,Chicken Nuggets BC,8,1,1,2,50.0,0,1,0.0,0,3,0.0,1,3,0,8,0,8,0,2
2024-25,2025-06-02,2025,6,2,Charis Sideris,Clicka BC - Αεροδρομιακος,Aerodromiakos,Clicka BC,0,2,0,0,0.0,1,3,33.33,0,4,0.0,1,0,0,3,0,3,0,2
2024-25,2025-06-13,2025,6,13,Charis Sideris,Clicka BC - Αεροδρομιακος,Aerodromiakos,Clicka BC,10,8,0,0,0.0,1,1,100.0,2,3,66.67,1,0,0,3,0,3,1,1
2025-26,2025-09-17,2025,9,17,Charis Sideris,Αεροδρομιακος - Chicken Nuggets BC,Aerodromiakos,Chicken Nuggets BC,3,2,0,0,0.0,1,2,50.0,0,5,0.0,0,0,1,7,2,5,1,2
2025-26,2025-09-30,2025,9,30,Charis Sideris,Αεροδρομιακος - El Maestro,Aerodromiakos,El Maestro,4,5,0,0,0.0,1,2,50.0,1,6,16.67,2,1,0,4,0,4,2,1
2025-26,2025-10-12,2025,10,12,Charis Sideris,Evriali Warriors - Αεροδρομιακος,Aerodromiakos,Evriali Warriors,7,6,0,0,0.0,0,0,0.0,2,5,40.0,1,1,0,2,0,2,0,2
2025-26,2025-10-15,2025,10,15,Charis Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,4,3,0,0,0.0,0,1,0.0,1,2,50.0,1,0,0,2,1,1,0,1
2025-26,2025-11-12,2025,11,12,Charis Sideris,Αεροδρομιακος - Clicka BC,Aerodromiakos,Clicka BC,3,2,0,0,0.0,1,1,100.0,0,3,0.0,1,0,0,4,0,4,1,2
2025-26,2025-11-20,2025,11,20,Charis Sideris,Αεροδρομιακος - Ανηθικοι Πιθηκοι,Aerodromiakos,Anithikoi Pithikoi,-1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0,1,0,1,0,2
2025-26,2025-12-11,2025,12,11,Charis Sideris,Hoston Celtics - Αεροδρομιακος,Aerodromiakos,Hoston Celtics,-2,0,0,0,0.0,0,0,0.0,0,2,0.0,1,0,0,0,0,0,1,1
2025-26,2025-12-19,2025,12,19,Charis Sideris,Unleash the clowns - Αεροδρομιακος,Aerodromiakos,Unleash The Clowns,12,5,0,0,0.0,1,3,33.33,1,2,50.0,2,0,0,9,2,7,1,1
2025-26,2026-01-08,2026,1,8,Charis Sideris,Αεροδρομιακος - Glyfathers,Aerodromiakos,Glyfathers,0,0,0,0,0.0,0,2,0.0,0,1,0.0,0,1,0,3,1,2,1,2
2025-26,2026-01-15,2026,1,15,Charis Sideris,Evriali Warriors - Αεροδρομιακος,Aerodromiakos,Evriali Warriors,6,6,0,0,0.0,0,2,0.0,2,7,28.57,3,2,0,2,1,1,0,3
2025-26,2026-01-29,2026,1,29,Charis Sideris,Αεροδρομιακος - Vouliagmeni Heat,Aerodromiakos,Vouliagmeni Heat,1,0,0,0,0.0,0,0,0.0,0,2,0.0,2,0,0,1,0,1,0,2
2025-26,2026-02-18,2026,2,18,Charis Sideris,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,-4,0,0,0,0.0,0,1,0.0,0,4,0.0,1,1,0,0,0,0,1,0
2025-26,2026-02-26,2026,2,26,Charis Sideris,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,-5,0,0,0,0.0,0,1,0.0,0,5,0.0,0,1,0,0,0,0,0,0
2025-26,2025-09-30,2025,9,30,Christos Sideris,Αεροδρομιακος - El Maestro,Aerodromiakos,El Maestro,-1,0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,1,1,0,1,1,0
2025-26,2025-10-12,2025,10,12,Christos Sideris,Evriali Warriors - Αεροδρομιακος,Aerodromiakos,Evriali Warriors,2,0,0,0,0.0,0,2,0.0,0,0,0.0,0,1,0,4,1,3,1,2
2023-24,2023-09-25,2023,9,25,Christos Tsantoulis,Ποσειδωνες - Unflagged,Aerodromiakos,Poseidones,7,16,2,4,50.0,1,5,20.0,4,11,36.36,0,1,0,8,1,7,5,2
2023-24,2023-10-06,2023,10,6,Christos Tsantoulis,Voula Vikings - Unflagged,Aerodromiakos,Voula Vikings,12,16,0,0,0.0,2,6,33.33,4,14,28.57,2,4,0,11,4,7,7,1
2023-24,2023-11-02,2023,11,2,Christos Tsantoulis,Βουλιαγμενοι - Unflagged,Aerodromiakos,Vouliagmenoi,15,17,0,0,0.0,1,2,50.0,5,14,35.71,4,3,0,5,0,5,4,1
2023-24,2023-11-08,2023,11,8,Christos Tsantoulis,Unflagged - Α.Ο. Ναυμαχος,Aerodromiakos,Unflagged,7,18,0,3,0.0,3,10,30.0,4,14,28.57,4,0,0,9,4,5,4,0
2023-24,2023-11-17,2023,11,17,Christos Tsantoulis,Unflagged - Νos Fathers,Aerodromiakos,Unflagged,9,9,0,0,0.0,3,7,42.86,1,4,25.0,5,0,0,3,0,3,1,0
2023-24,2023-12-01,2023,12,1,Christos Tsantoulis,Unflagged - Hoston Celtics,Aerodromiakos,Unflagged,6,10,2,2,100.0,1,4,25.0,2,8,25.0,4,2,0,4,0,4,5,1
2023-24,2024-01-17,2024,1,17,Christos Tsantoulis,Unflagged - Voula Vikings,Aerodromiakos,Unflagged,8,16,4,7,57.14,0,5,0.0,4,10,40.0,4,2,0,4,1,3,4,3
2023-24,2024-01-31,2024,1,31,Christos Tsantoulis,Beertouozoi - Unflagged,Aerodromiakos,Beertouozoi,18,23,0,0,0.0,1,5,20.0,7,20,35.0,5,3,0,6,3,3,2,3
2023-24,2024-02-15,2024,2,15,Christos Tsantoulis,Unflagged - Glyfada Bulls,Aerodromiakos,Unflagged,27,25,0,2,0.0,2,3,66.67,7,12,58.33,2,2,0,8,2,6,2,0
2023-24,2024-02-23,2024,2,23,Christos Tsantoulis,Νos Fathers - Unflagged,Aerodromiakos,Nos Fathers,9,21,2,3,66.67,2,5,40.0,5,17,29.41,6,0,0,3,0,3,5,0
2023-24,2024-02-27,2024,2,27,Christos Tsantoulis,Unflagged - Heart Brokers,Aerodromiakos,Unflagged,24,21,0,0,0.0,3,6,50.0,5,14,35.71,5,6,1,4,0,4,1,1
2023-24,2024-03-06,2024,3,6,Christos Tsantoulis,Itah Jazz - Unflagged,Aerodromiakos,Itah Jazz,26,22,2,3,66.67,4,6,66.67,4,8,50.0,4,3,0,9,1,8,5,1
2023-24,2024-03-11,2024,3,11,Christos Tsantoulis,Βουλιαγμενοι - Unflagged,Aerodromiakos,Vouliagmenoi,15,24,1,2,50.0,1,6,16.67,7,17,41.18,3,0,0,6,1,5,2,3
2023-24,2024-03-28,2024,3,28,Christos Tsantoulis,Unflagged - San Antonio Sperms,Aerodromiakos,Unflagged,2,16,4,6,66.67,0,7,0.0,4,12,33.33,2,2,0,5,0,5,6,2
2023-24,2024-04-01,2024,4,1,Christos Tsantoulis,Unflagged - Itah Jazz,Aerodromiakos,Unflagged,8,14,0,0,0.0,1,7,14.29,4,10,40.0,2,1,1,3,0,3,1,2
2023-24,2024-05-31,2024,5,31,Christos Tsantoulis,Unflagged - Glyfada Bulls,Aerodromiakos,Unflagged,-3,13,4,9,44.44,0,4,0.0,3,13,23.08,0,2,1,2,0,2,2,1
2023-24,2024-06-02,2024,6,2,Christos Tsantoulis,Unflagged - Hoston Celtics,Aerodromiakos,Unflagged,3,18,3,7,42.86,0,5,0.0,5,17,29.41,2,1,0,7,2,5,4,2
2024-25,2025-03-15,2025,3,15,Christos Tsantoulis,Unleash the clowns - Αεροδρομιακος,Aerodromiakos,Unleash The Clowns,-11,6,1,2,50.0,1,7,14.29,1,17,5.88,2,1,1,7,0,7,5,3
2025-26,2025-09-30,2025,9,30,Christos Tsantoulis,Αεροδρομιακος - El Maestro,Aerodromiakos,El Maestro,3,8,2,6,33.33,0,4,0.0,2,7,28.57,3,2,0,5,1,4,2,2
2025-26,2025-10-15,2025,10,15,Christos Tsantoulis,Proteas Dads - Αεροδρομιακος,Aerodromiakos,Proteas Dads,-1,9,0,0,0.0,3,12,25.0,1,9,11.11,2,0,0,7,4,3,2,1
2025-26,2025-11-03,2025,11,3,Christos Tsantoulis,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,16,25,4,6,66.67,9,13,69.23,1,8,12.5,4,0,0,7,1,6,7,2
2025-26,2025-11-12,2025,11,12,Christos Tsantoulis,Αεροδρομιακος - Clicka BC,Aerodromiakos,Clicka BC,5,6,1,2,50.0,1,5,20.0,1,7,14.29,3,1,1,8,1,7,3,2
2025-26,2025-11-20,2025,11,20,Christos Tsantoulis,Αεροδρομιακος - Ανηθικοι Πιθηκοι,Aerodromiakos,Anithikoi Pithikoi,9,19,5,8,62.5,4,10,40.0,2,8,25.0,1,2,0,3,0,3,1,0
2025-26,2025-11-24,2025,11,24,Christos Tsantoulis,Αεροδρομιακος - Vouliagmeni Heat,Aerodromiakos,Vouliagmeni Heat,15,17,0,0,0.0,1,3,33.33,5,11,45.45,2,0,0,5,0,5,1,2
2025-26,2025-12-03,2025,12,3,Christos Tsantoulis,Αεροδρομιακος - South Rebels,Aerodromiakos,South Rebels,1,6,1,2,50.0,1,2,50.0,1,5,20.0,0,0,0,3,0,3,2,0
2025-26,2026-01-29,2026,1,29,Christos Tsantoulis,Αεροδρομιακος - Vouliagmeni Heat,Aerodromiakos,Vouliagmeni Heat,20,18,2,2,100.0,2,8,25.0,4,12,33.33,5,1,0,11,5,6,1,3
2025-26,2026-02-05,2026,2,5,Christos Tsantoulis,Chicken Nuggets BC - Αεροδρομιακος,Aerodromiakos,Chicken Nuggets BC,14,18,0,0,0.0,3,6,50.0,4,15,26.67,4,2,2,5,1,4,3,2
2025-26,2026-02-09,2026,2,9,Christos Tsantoulis,Αεροδρομιακος - Clicka BC,Aerodromiakos,Clicka BC,-3,5,0,0,0.0,1,6,16.67,1,11,9.09,3,3,1,5,1,4,5,1
2025-26,2026-02-26,2026,2,26,Christos Tsantoulis,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,-8,4,0,0,0.0,2,8,25.0,0,6,0.0,0,2,0,2,1,1,4,0
2025-26,2026-02-26,2026,2,26,Dimitrios Mparlas,El Maestro - Αεροδρομιακος,Aerodromiakos,El Maestro,2,1,1,2,50.0,0,2,0.0,0,1,0.0,1,0,0,6,0,6,2,0
2023-24,2023-09-25,2023,9,25,Georgios Euaggeliou,Ποσειδωνες - Unflagged,Aerodromiakos,Poseidones,-3,0,0,0,0.0,0,3,0.0,0,0,0.0,1,0,0,2,0,2,3,5
2023-24,2023-10-06,2023,10,6,Georgios Euaggeliou,Voula Vikings - Unflagged,Aerodromiakos,Voula Vikings,1,2,0,0,0.0,1,6,16.67,0,2,0.0,0,1,1,6,3,3,2,5
2023-24,2023-10-10,2023,10,10,Georgios Euaggeliou,Unflagged - Glyfada Bulls,Aerodromiakos,Unflagged,24,4,2,2,100.0,1,6,16.67,0,0,0.0,3,3,2,19,4,15,2,3
2023-24,2023-11-02,2023,11,2,Georgios Euaggeliou,Βουλιαγμενοι - Unflagged,Aerodromiakos,Vouliagmenoi,26,8,0,0,0.0,4,6,66.67,0,2,0.0,5,5,2,12,3,9,2,2
2023-24,2023-11-08,2023,11,8,Georgios Euaggeliou,Unflagged - Α.Ο. Ναυμαχος,Aerodromiakos,Unflagged,13,4,0,0,0.0,2,8,25.0,0,1,0.0,1,4,1,13,7,6,3,1
2023-24,2023-11-21,2023,11,21,Georgios Euaggeliou,Unflagged - Heart Brokers,Aerodromiakos,Unflagged,28,12,1,2,50.0,4,6,66.67,1,2,50.0,5,3,3,12,4,8,3,3
2023-24,2023-12-01,2023,12,1,Georgios Euaggeliou,Unflagged - Hoston Celtics,Aerodromiakos,Unflagged,21,14,1,4,25.0,5,8,62.5,1,3,33.33,1,1,1,13,2,11,1,1
2023-24,2023-12-06,2023,12,6,Georgios Euaggeliou,Slow Motion - Unflagged,Aerodromiakos,Slow Motion,23,3,0,0,0.0,0,5,0.0,1,2,50.0,1,4,1,22,8,14,2,4
2023-24,2023-12-11,2023,12,11,Georgios Euaggeliou,Beertouozoi - Unflagged,Aerodromiakos,Beertouozoi,18,3,1,2,50.0,1,7,14.29,0,1,0.0,0,3,3,18,5,13,1,1
2023-24,2023-12-20,2023,12,20,Georgios Euaggeliou,Μ.Κ.Ο. - Unflagged,Aerodromiakos,M.K.O.,17,2,0,0,0.0,1,4,25.0,0,2,0.0,3,3,3,12,4,8,1,1
2023-24,2024-01-17,2024,1,17,Georgios Euaggeliou,Unflagged - Voula Vikings,Aerodromiakos,Unflagged,20,7,3,5,60.0,2,4,50.0,0,0,0.0,3,3,1,12,1,11,2,5
2023-24,2024-01-31,2024,1,31,Georgios Euaggeliou,Beertouozoi - Unflagged,Aerodromiakos,Beertouozoi,18,8,2,6,33.33,3,9,33.33,0,2,0.0,3,6,1,13,3,10,1,3
2023-24,2024-02-05,2024,2,5,Georgios Euaggeliou,Unflagged - Α.Ο. Ναυμαχος,Aerodromiakos,Unflagged,15,2,0,0,0.0,1,3,33.33,0,3,0.0,2,2,1,14,5,9,1,2
2023-24,2024-02-15,2024,2,15,Georgios Euaggeliou,Unflagged - Glyfada Bulls,Aerodromiakos,Unflagged,21,11,2,3,66.67,3,7,42.86,1,2,50.0,1,6,1,11,2,9,3,3
2023-24,2024-02-23,2024,2,23,Georgios Euaggeliou,Νos Fathers - Unflagged,Aerodromiakos,Nos Fathers,26,4,0,0,0.0,2,6,33.33,0,0,0.0,5,3,2,17,2,15,1,3
2023-24,2024-02-27,2024,2,27,Georgios Euaggeliou,Unflagged - Heart Brokers,Aerodromiakos,Unflagged,11,1,1,2,50.0,0,4,0.0,0,2,0.0,2,2,3,12,2,10,2,2
2023-24,2024-03-06,2024,3,6,Georgios Euaggeliou,Itah Jazz - Unflagged,Aerodromiakos,Itah Jazz,20,4,0,0,0.0,2,5,40.0,0,1,0.0,3,4,3,12,3,9,2,1
2023-24,2024-03-11,2024,3,11,Georgios Euaggeliou,Βουλιαγμενοι - Unflagged,Aerodromiakos,Vouliagmenoi,17,4,0,2,0.0,2,5,40.0,0,0,0.0,3,3,2,13,5,8,3,1
2023-24,2024-03-28,2024,3,28,Georgios Euaggeliou,Unflagged - San Antonio Sperms,Aerodromiakos,Unflagged,10,6,0,0,0.0,3,6,50.0,0,1,0.0,1,3,0,5,2,3,1,5
2023-24,2024-04-01,2024,4,1,Georgios Euaggeliou,Unflagged - Itah Jazz,Aerodromiakos,Unflagged,21,13,2,3,66.67,4,12,33.33,1,3,33.33,2,2,0,15,7,8,0,2
2023-24,2024-04-09,2024,4,9,Georgios Euaggeliou,Unflagged - Slow Motion,Aerodromiakos,Unflagged,13,8,2,4,50.0,3,7,42.86,0,1,0.0,2,3,1,12,3,9,6,3
2023-24,2024-05-31,2024,5,31,Georgios Euaggeliou,Unflagged - Glyfada Bulls,Aerodromiakos,Unflagged,13,3,1,2,50.0,1,3,33.33,0,0,0.0,2,2,0,12,3,9,3,2
2023-24,2024-06-02,2024,6,2,Georgios Euaggeliou,Unflagged - Hoston Celtics,Aerodromiakos,Unflagged,16,1,1,2,50.0,0,3,0.0,0,0,0.0,3,5,0,19,2,17,8,4
2024-25,2025-02-04,2025,2,4,Georgios Euaggeliou,Vouliagmeni Heat - Αεροδρομιακος,Aerodromiakos,Vouliagmeni Heat,18,10,0,1,0.0,5,9,55.56,0,1,0.0,2,2,3,9,3,6,2,5
2024-25,2025-02-11,2025,2,11,Georgios Euaggeliou,Αεροδρομιακος - Glyfada Bulls,Aerodromiakos,Glyfada Bulls,12,8,6,8,75.0,1,4,25.0,0,1,0.0,0,5,1,8,3,5,4,2
2024-25,2025-02-19,2025,2,19,Georgios Euaggeliou,Partuzan - Αεροδρομιακος,Aerodromiakos,Partuzan,12,7,2,4,50.0,1,3,33.33,1,1,100.0,1,4,0,6,3,3,2,4
